device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
smartphone,Samsung,Galaxy S23 Ultra,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy S23 Ultra,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy S23 Ultra,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy S23 Ultra,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy S23 Ultra,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy S23 Ultra,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy S23,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy S23,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy S23,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy S23,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy S23,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy S23,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy S23,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy S23,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy S23,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy S23,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy S23,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy S23,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy S23,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy S23,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy S23,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy S23,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy S23,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy S23,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy Z Fold 6,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy Z Fold 6,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy Z Fold 6,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy Z Fold 6,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy Z Fold 6,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy Z Fold 6,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy Z Flip 6,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy Z Flip 6,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy Z Flip 6,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy Z Flip 6,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy Z Flip 6,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy Z Flip 6,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy A55 5G,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy A55 5G,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy A55 5G,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy A55 5G,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy A55 5G,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy A55 5G,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy A55 5G,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy A55 5G,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy A55 5G,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy A55 5G,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy A55 5G,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy A54 5G,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy A54 5G,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy A54 5G,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy A54 5G,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy A54 5G,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy A54 5G,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy A54 5G,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy A54 5G,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy A54 5G,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy A54 5G,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy A54 5G,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Samsung,Galaxy A15,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Samsung,Galaxy A15,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Samsung,Galaxy A15,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Samsung,Galaxy A15,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Samsung,Galaxy A15,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Samsung,Galaxy A15,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Samsung,Galaxy A15,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Samsung,Galaxy A15,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Samsung,Galaxy A15,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Samsung,Galaxy A15,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Samsung,Galaxy A15,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Samsung,Galaxy A15,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Samsung,Galaxy A15,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Samsung,Galaxy A15,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Samsung,Galaxy A15,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Samsung,Galaxy A15,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Samsung,Galaxy A15,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Samsung,Galaxy A15,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Google,Pixel 9 Pro XL,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Google,Pixel 9 Pro XL,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Google,Pixel 9 Pro XL,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Google,Pixel 9 Pro XL,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Google,Pixel 9 Pro XL,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Google,Pixel 9 Pro XL,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Google,Pixel 9 Pro XL,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Google,Pixel 9 Pro XL,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Google,Pixel 9 Pro XL,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Google,Pixel 9 Pro XL,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Google,Pixel 9 Pro XL,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Google,Pixel 9 Pro,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Google,Pixel 9 Pro,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Google,Pixel 9 Pro,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Google,Pixel 9 Pro,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Google,Pixel 9 Pro,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Google,Pixel 9 Pro,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Google,Pixel 9 Pro,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Google,Pixel 9 Pro,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Google,Pixel 9 Pro,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Google,Pixel 9 Pro,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Google,Pixel 9 Pro,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Google,Pixel 9 Pro,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Google,Pixel 9 Pro,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Google,Pixel 9 Pro,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Google,Pixel 9 Pro,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Google,Pixel 9 Pro,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Google,Pixel 9 Pro,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Google,Pixel 9 Pro,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Google,Pixel 9,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Google,Pixel 9,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Google,Pixel 9,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Google,Pixel 9,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Google,Pixel 9,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Google,Pixel 9,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Google,Pixel 9,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Google,Pixel 9,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Google,Pixel 9,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Google,Pixel 9,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Google,Pixel 9,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Google,Pixel 9,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Google,Pixel 9,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Google,Pixel 9,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Google,Pixel 9,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Google,Pixel 9,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Google,Pixel 9,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Google,Pixel 9,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Google,Pixel 8 Pro,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Google,Pixel 8 Pro,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Google,Pixel 8 Pro,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Google,Pixel 8 Pro,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Google,Pixel 8 Pro,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Google,Pixel 8 Pro,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Google,Pixel 8 Pro,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Google,Pixel 8 Pro,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Google,Pixel 8 Pro,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Google,Pixel 8 Pro,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
smartphone,Google,Pixel 8 Pro,water damage liquid spill phone got wet,Liquid damage,Motherboard;Battery;Display;Speaker,90,65.0,Advanced
smartphone,Google,Pixel 8 Pro,phone keeps restarting boot loop crash,Boot failure,Storage;Motherboard;Operating system,60,80.0,Advanced
smartphone,Google,Pixel 8 Pro,microphone not working cant hear me on calls,Audio failure,Microphone;Audio IC;Flex cable,35,88.0,Intermediate
smartphone,Google,Pixel 8 Pro,fingerprint sensor not working biometrics,Physical damage,Fingerprint sensor;Flex cable;Home button,40,85.0,Intermediate
smartphone,Google,Pixel 8 Pro,gps not working location inaccurate,Network failure,GPS antenna;Motherboard;Firmware,30,82.0,Intermediate
smartphone,Google,Pixel 8 Pro,face id not working facial recognition,Camera failure,IR camera;Dot projector;Flood illuminator,55,78.0,Advanced
smartphone,Google,Pixel 8 Pro,sim card not detected no signal no service,Network failure,SIM tray;SIM reader;Antenna;Motherboard,40,88.0,Intermediate
smartphone,Google,Pixel 8 Pro,vibration motor not working no haptic feedback,Physical damage,Vibration motor;Taptic engine;Flex cable,35,92.0,Beginner
smartphone,Google,Pixel 8,won't turn on no power dead phone,Power supply failure,Battery;Charging port;Power IC,45,88.0,Intermediate
smartphone,Google,Pixel 8,dead battery drains fast not charging,Battery failure,Battery;Charging port,40,95.0,Beginner
smartphone,Google,Pixel 8,cracked screen broken display glass shattered,Screen damage,Display;Touch digitizer;Front glass,60,94.0,Advanced
smartphone,Google,Pixel 8,touch not working unresponsive screen,Touch failure,Touch digitizer;Display;Flex cable,55,90.0,Advanced
smartphone,Google,Pixel 8,slow performance lag freezing apps crash,Software issue,RAM;Processor;Storage,30,88.0,Beginner
smartphone,Google,Pixel 8,overheating phone gets very hot burns,Cooling system failure,Processor;Battery;Thermal pad,45,85.0,Intermediate
smartphone,Google,Pixel 8,wifi not connecting no internet bluetooth,Network failure,Wifi chip;Antenna;Bluetooth module,35,90.0,Intermediate
smartphone,Google,Pixel 8,no sound speaker audio crackling,Audio failure,Speaker;Audio IC;Earpiece,30,88.0,Beginner
smartphone,Google,Pixel 8,camera not working blurry photos black camera,Camera failure,Camera module;Lens;Camera flex cable,50,92.0,Advanced
smartphone,Google,Pixel 8,charging port loose not charging properly,DC jack failure,Charging port;Flex cable;Battery,45,93.0,Intermediate
