device_type,brand,model,symptom_text,diagnosis,components,repair_time,success_rate,technician_level
smartphone,Google,Pixel 7,black spots on screen after drop,Screen damage,Display;Touch screen;Digitizer;OLED panel,79,99.2,Advanced
smartphone,Google,Pixel 7,screen flickering lines across display,Screen damage,Display;Touch screen;Digitizer;OLED panel,78,96.3,Advanced
smartphone,Google,Pixel 7,half screen not working after fall,Screen damage,Display;Touch screen;Digitizer;OLED panel,77,91.7,Advanced
smartphone,Google,Pixel 7,screen stays black but device is on,Display malfunction,Display connector;Display IC;Flex cable,66,84.3,Intermediate
smartphone,Google,Pixel 7,display very dim can barely see anything,Display malfunction,Display connector;Display IC;Flex cable,51,80.7,Intermediate
smartphone,Google,Pixel 7,screen flickers when moving lid,Display malfunction,Display connector;Display IC;Flex cable,56,83.1,Intermediate
smartphone,Google,Pixel 7,vertical lines on display,Display malfunction,Display connector;Display IC;Flex cable,58,87.6,Intermediate
smartphone,Google,Pixel 7,screen goes black randomly,Display malfunction,Display connector;Display IC;Flex cable,59,86.3,Intermediate
smartphone,Google,Pixel 7,slow performance lag freezing,Software issue,RAM;Storage;Operating system;System apps,88,84.8,Intermediate
smartphone,Google,Pixel 7,apps crash constantly won't stay open,Software issue,RAM;Storage;Operating system;System apps,92,81.9,Intermediate
smartphone,Google,Pixel 7,system freezes need to force restart,Software issue,RAM;Storage;Operating system;System apps,88,86.3,Intermediate
smartphone,Google,Pixel 7,very slow takes forever to open anything,Software issue,RAM;Storage;Operating system;System apps,81,82.6,Intermediate
smartphone,Google,Pixel 7,keeps restarting on its own,Software issue,RAM;Storage;Operating system;System apps,80,84.6,Intermediate
smartphone,Google,Pixel 7,overheating fan loud hot,Cooling system failure,Thermal sensor;Processor;Battery,53,92.6,Intermediate
smartphone,Google,Pixel 7,device gets extremely hot can't touch it,Cooling system failure,Thermal sensor;Processor;Battery,60,92.0,Intermediate
smartphone,Google,Pixel 7,fan running at full speed very noisy,Cooling system failure,Thermal sensor;Processor;Battery,59,86.8,Intermediate
smartphone,Google,Pixel 7,shuts down due to overheating,Cooling system failure,Thermal sensor;Processor;Battery,55,85.8,Intermediate
smartphone,Google,Pixel 7,bottom gets burning hot during use,Cooling system failure,Thermal sensor;Processor;Battery,62,84.5,Intermediate
smartphone,Google,Pixel 7,wifi not connecting no internet,Network failure,Wifi chip;Antenna;Network IC,35,88.2,Beginner
smartphone,Google,Pixel 7,bluetooth won't turn on greyed out,Network failure,Wifi chip;Antenna;Network IC,24,94.5,Beginner
smartphone,Google,Pixel 7,wifi keeps disconnecting every few minutes,Network failure,Wifi chip;Antenna;Network IC,32,92.3,Beginner
smartphone,Google,Pixel 7,can't find any wifi networks,Network failure,Wifi chip;Antenna;Network IC,33,89.9,Beginner
smartphone,Google,Pixel 7,network adapter not detected,Network failure,Wifi chip;Antenna;Network IC,25,93.9,Beginner
smartphone,Google,Pixel 7,touch screen not working,Touch failure,Digitizer;Touch IC;Display connector,36,81.9,Intermediate
smartphone,Google,Pixel 7,touch not responding after screen replacement,Touch failure,Digitizer;Touch IC;Display connector,36,85.9,Intermediate
smartphone,Google,Pixel 7,ghost touches screen taps by itself,Touch failure,Digitizer;Touch IC;Display connector,36,77.6,Intermediate
smartphone,Google,Pixel 7,touch works only in some areas,Touch failure,Digitizer;Touch IC;Display connector,54,83.6,Intermediate
smartphone,Google,Pixel 7,multitouch not working,Touch failure,Digitizer;Touch IC;Display connector,49,86.7,Intermediate
smartphone,Google,Pixel 7,no sound speaker audio issue,Audio failure,Speakers;Microphone;Audio IC,26,84.2,Beginner
smartphone,Google,Pixel 7,speakers crackling distorted sound,Audio failure,Speakers;Microphone;Audio IC,35,88.1,Beginner
smartphone,Google,Pixel 7,microphone not working during calls,Audio failure,Speakers;Microphone;Audio IC,30,85.1,Beginner
smartphone,Google,Pixel 7,audio only works with headphones,Audio failure,Speakers;Microphone;Audio IC,33,89.0,Beginner
smartphone,Google,Pixel 7,one speaker not working,Audio failure,Speakers;Microphone;Audio IC,32,86.3,Beginner
smartphone,Google,Pixel 7,usb ports not working,USB failure,USB-C port;Charging port;Port connector,49,86.1,Intermediate
smartphone,Google,Pixel 7,usb devices not recognized,USB failure,USB-C port;Charging port;Port connector,45,84.6,Intermediate
smartphone,Google,Pixel 7,charging port loose not connecting properly,USB failure,USB-C port;Charging port;Port connector,43,87.8,Intermediate
smartphone,Google,Pixel 7,usb port physically damaged,USB failure,USB-C port;Charging port;Port connector,39,91.3,Intermediate
smartphone,Google,Pixel 7,some usb ports work others don't,USB failure,USB-C port;Charging port;Port connector,55,87.6,Intermediate
smartphone,Google,Pixel 7,camera not working,Camera failure,Camera module;Lens;Camera connector;Camera IC,38,91.8,Intermediate
smartphone,Google,Pixel 7,camera shows black screen,Camera failure,Camera module;Lens;Camera connector;Camera IC,40,89.1,Intermediate
smartphone,Google,Pixel 7,camera blurry won't focus,Camera failure,Camera module;Lens;Camera connector;Camera IC,54,83.4,Intermediate
smartphone,Google,Pixel 7,front camera works but rear camera doesn't,Camera failure,Camera module;Lens;Camera connector;Camera IC,52,87.4,Intermediate
smartphone,Google,Pixel 7,camera app crashes when opened,Camera failure,Camera module;Lens;Camera connector;Camera IC,43,91.0,Intermediate
smartphone,Google,Pixel 7,hard drive not detected,Storage failure,NAND storage;Storage IC,72,71.1,Advanced
smartphone,Google,Pixel 7,storage full can't save anything,Storage failure,NAND storage;Storage IC,76,66.7,Advanced
smartphone,Google,Pixel 7,ssd failed system won't boot,Storage failure,NAND storage;Storage IC,78,68.1,Advanced
smartphone,Google,Pixel 7,corrupted storage data loss,Storage failure,NAND storage;Storage IC,69,71.9,Advanced
smartphone,Google,Pixel 7,disk errors constant warnings,Storage failure,NAND storage;Storage IC,78,67.2,Advanced
smartphone,Google,Pixel 7,dropped in water won't turn on,Water damage,Logic board;Battery;Display;Charging port,118,61.0,Expert
smartphone,Google,Pixel 7,liquid damage corrosion visible,Water damage,Logic board;Battery;Display;Charging port,129,58.9,Expert
smartphone,Google,Pixel 7,water indicator triggered device wet,Water damage,Logic board;Battery;Display;Charging port,114,61.1,Expert
smartphone,Google,Pixel 7,coffee spilled on device not working,Water damage,Logic board;Battery;Display;Charging port,118,59.7,Expert
smartphone,Google,Pixel 7,moisture inside screen foggy display,Water damage,Logic board;Battery;Display;Charging port,127,57.6,Expert
smartphone,Google,Pixel 7,dropped device cracked case,Physical damage,Back glass;Frame;Housing,50,75.5,Intermediate
smartphone,Google,Pixel 7,bent frame after sitting on it,Physical damage,Back glass;Frame;Housing,61,75.4,Intermediate
smartphone,Google,Pixel 7,buttons physically broken,Physical damage,Back glass;Frame;Housing,58,82.2,Intermediate
smartphone,Google,Pixel 7,housing cracked from impact,Physical damage,Back glass;Frame;Housing,69,79.8,Intermediate
smartphone,Google,Pixel 7,device dented from fall,Physical damage,Back glass;Frame;Housing,61,84.2,Intermediate
smartphone,Google,Pixel 7,device powers on but no display,Motherboard failure,Logic board;Processor;Power IC,148,62.8,Expert
smartphone,Google,Pixel 7,random shutdowns motherboard issue,Motherboard failure,Logic board;Processor;Power IC,145,63.1,Expert
smartphone,Google,Pixel 7,short circuit smell burning,Motherboard failure,Logic board;Processor;Power IC,152,63.9,Expert
smartphone,Google,Pixel 7,no boot beep codes,Motherboard failure,Logic board;Processor;Power IC,142,62.1,Expert
smartphone,Google,Pixel 7,device turns on for few seconds then dies,Motherboard failure,Logic board;Processor;Power IC,151,62.3,Expert
smartphone,Google,Pixel 7,screen rotation not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,43,72.0,Advanced
smartphone,Google,Pixel 7,proximity sensor not working screen stays on,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,51,75.7,Advanced
smartphone,Google,Pixel 7,fingerprint sensor not recognizing,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,47,70.4,Advanced
smartphone,Google,Pixel 7,face id not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,51,73.9,Advanced
smartphone,Google,Pixel 7,heart rate sensor not detecting,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,53,75.4,Advanced
smartphone,OnePlus,11,won't turn on no power black screen,Power supply failure,Battery;Charging port;Logic board;Power IC,63,85.2,Intermediate
smartphone,OnePlus,11,completely dead not responding to power button,Power supply failure,Battery;Charging port;Logic board;Power IC,53,92.8,Intermediate
smartphone,OnePlus,11,no lights no signs of life,Power supply failure,Battery;Charging port;Logic board;Power IC,64,86.2,Intermediate
smartphone,OnePlus,11,power button not working device dead,Power supply failure,Battery;Charging port;Logic board;Power IC,52,91.0,Intermediate
smartphone,OnePlus,11,tried charging overnight still won't turn on,Power supply failure,Battery;Charging port;Logic board;Power IC,54,90.6,Intermediate
smartphone,OnePlus,11,dead battery not charging,Battery failure,Battery;Charging port;Charging IC,46,91.3,Beginner
smartphone,OnePlus,11,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging port;Charging IC,50,90.6,Beginner
smartphone,OnePlus,11,charging but percentage not increasing,Battery failure,Battery;Charging port;Charging IC,41,96.4,Beginner
smartphone,OnePlus,11,battery swollen device bulging,Battery failure,Battery;Charging port;Charging IC,55,96.3,Beginner
smartphone,OnePlus,11,shows charging but battery percentage drops,Battery failure,Battery;Charging port;Charging IC,35,97.6,Beginner
smartphone,OnePlus,11,screen cracked broken display,Screen damage,Display;Touch screen;Digitizer;OLED panel,81,92.2,Advanced
smartphone,OnePlus,11,display shattered touch not working,Screen damage,Display;Touch screen;Digitizer;OLED panel,71,91.5,Advanced
smartphone,OnePlus,11,black spots on screen after drop,Screen damage,Display;Touch screen;Digitizer;OLED panel,83,92.3,Advanced
smartphone,OnePlus,11,screen flickering lines across display,Screen damage,Display;Touch screen;Digitizer;OLED panel,79,99.8,Advanced
smartphone,OnePlus,11,half screen not working after fall,Screen damage,Display;Touch screen;Digitizer;OLED panel,80,90.2,Advanced
smartphone,OnePlus,11,screen stays black but device is on,Display malfunction,Display connector;Display IC;Flex cable,54,81.5,Intermediate
smartphone,OnePlus,11,display very dim can barely see anything,Display malfunction,Display connector;Display IC;Flex cable,69,84.5,Intermediate
smartphone,OnePlus,11,screen flickers when moving lid,Display malfunction,Display connector;Display IC;Flex cable,57,83.1,Intermediate
smartphone,OnePlus,11,vertical lines on display,Display malfunction,Display connector;Display IC;Flex cable,65,81.4,Intermediate
smartphone,OnePlus,11,screen goes black randomly,Display malfunction,Display connector;Display IC;Flex cable,56,80.5,Intermediate
smartphone,OnePlus,11,slow performance lag freezing,Software issue,RAM;Storage;Operating system;System apps,87,81.8,Intermediate
smartphone,OnePlus,11,apps crash constantly won't stay open,Software issue,RAM;Storage;Operating system;System apps,91,83.3,Intermediate
smartphone,OnePlus,11,system freezes need to force restart,Software issue,RAM;Storage;Operating system;System apps,84,83.2,Intermediate
smartphone,OnePlus,11,very slow takes forever to open anything,Software issue,RAM;Storage;Operating system;System apps,86,83.4,Intermediate
smartphone,OnePlus,11,keeps restarting on its own,Software issue,RAM;Storage;Operating system;System apps,99,81.0,Intermediate
smartphone,OnePlus,11,overheating fan loud hot,Cooling system failure,Thermal sensor;Processor;Battery,68,85.0,Intermediate
smartphone,OnePlus,11,device gets extremely hot can't touch it,Cooling system failure,Thermal sensor;Processor;Battery,52,83.7,Intermediate
smartphone,OnePlus,11,fan running at full speed very noisy,Cooling system failure,Thermal sensor;Processor;Battery,63,87.0,Intermediate
smartphone,OnePlus,11,shuts down due to overheating,Cooling system failure,Thermal sensor;Processor;Battery,60,92.7,Intermediate
smartphone,OnePlus,11,bottom gets burning hot during use,Cooling system failure,Thermal sensor;Processor;Battery,62,90.1,Intermediate
smartphone,OnePlus,11,wifi not connecting no internet,Network failure,Wifi chip;Antenna;Network IC,31,93.2,Beginner
smartphone,OnePlus,11,bluetooth won't turn on greyed out,Network failure,Wifi chip;Antenna;Network IC,35,91.8,Beginner
smartphone,OnePlus,11,wifi keeps disconnecting every few minutes,Network failure,Wifi chip;Antenna;Network IC,25,88.9,Beginner
smartphone,OnePlus,11,can't find any wifi networks,Network failure,Wifi chip;Antenna;Network IC,26,91.2,Beginner
smartphone,OnePlus,11,network adapter not detected,Network failure,Wifi chip;Antenna;Network IC,23,94.6,Beginner
smartphone,OnePlus,11,touch screen not working,Touch failure,Digitizer;Touch IC;Display connector,55,86.2,Intermediate
smartphone,OnePlus,11,touch not responding after screen replacement,Touch failure,Digitizer;Touch IC;Display connector,47,77.3,Intermediate
smartphone,OnePlus,11,ghost touches screen taps by itself,Touch failure,Digitizer;Touch IC;Display connector,35,85.9,Intermediate
smartphone,OnePlus,11,touch works only in some areas,Touch failure,Digitizer;Touch IC;Display connector,37,78.3,Intermediate
smartphone,OnePlus,11,multitouch not working,Touch failure,Digitizer;Touch IC;Display connector,41,85.8,Intermediate
smartphone,OnePlus,11,no sound speaker audio issue,Audio failure,Speakers;Microphone;Audio IC,30,85.9,Beginner
smartphone,OnePlus,11,speakers crackling distorted sound,Audio failure,Speakers;Microphone;Audio IC,36,80.0,Beginner
smartphone,OnePlus,11,microphone not working during calls,Audio failure,Speakers;Microphone;Audio IC,26,87.4,Beginner
smartphone,OnePlus,11,audio only works with headphones,Audio failure,Speakers;Microphone;Audio IC,29,82.0,Beginner
smartphone,OnePlus,11,one speaker not working,Audio failure,Speakers;Microphone;Audio IC,22,82.9,Beginner
smartphone,OnePlus,11,usb ports not working,USB failure,USB-C port;Charging port;Port connector,48,82.4,Intermediate
smartphone,OnePlus,11,usb devices not recognized,USB failure,USB-C port;Charging port;Port connector,49,91.5,Intermediate
smartphone,OnePlus,11,charging port loose not connecting properly,USB failure,USB-C port;Charging port;Port connector,49,83.8,Intermediate
smartphone,OnePlus,11,usb port physically damaged,USB failure,USB-C port;Charging port;Port connector,46,87.5,Intermediate
smartphone,OnePlus,11,some usb ports work others don't,USB failure,USB-C port;Charging port;Port connector,45,87.0,Intermediate
smartphone,OnePlus,11,camera not working,Camera failure,Camera module;Lens;Camera connector;Camera IC,51,88.6,Intermediate
smartphone,OnePlus,11,camera shows black screen,Camera failure,Camera module;Lens;Camera connector;Camera IC,38,82.1,Intermediate
smartphone,OnePlus,11,camera blurry won't focus,Camera failure,Camera module;Lens;Camera connector;Camera IC,49,87.4,Intermediate
smartphone,OnePlus,11,front camera works but rear camera doesn't,Camera failure,Camera module;Lens;Camera connector;Camera IC,45,83.0,Intermediate
smartphone,OnePlus,11,camera app crashes when opened,Camera failure,Camera module;Lens;Camera connector;Camera IC,52,83.1,Intermediate
smartphone,OnePlus,11,hard drive not detected,Storage failure,NAND storage;Storage IC,81,70.3,Advanced
smartphone,OnePlus,11,storage full can't save anything,Storage failure,NAND storage;Storage IC,75,69.5,Advanced
smartphone,OnePlus,11,ssd failed system won't boot,Storage failure,NAND storage;Storage IC,68,66.8,Advanced
smartphone,OnePlus,11,corrupted storage data loss,Storage failure,NAND storage;Storage IC,72,74.0,Advanced
smartphone,OnePlus,11,disk errors constant warnings,Storage failure,NAND storage;Storage IC,82,71.0,Advanced
smartphone,OnePlus,11,dropped in water won't turn on,Water damage,Logic board;Battery;Display;Charging port,119,61.3,Expert
smartphone,OnePlus,11,liquid damage corrosion visible,Water damage,Logic board;Battery;Display;Charging port,111,56.2,Expert
smartphone,OnePlus,11,water indicator triggered device wet,Water damage,Logic board;Battery;Display;Charging port,119,63.4,Expert
smartphone,OnePlus,11,coffee spilled on device not working,Water damage,Logic board;Battery;Display;Charging port,119,59.9,Expert
smartphone,OnePlus,11,moisture inside screen foggy display,Water damage,Logic board;Battery;Display;Charging port,121,62.7,Expert
smartphone,OnePlus,11,dropped device cracked case,Physical damage,Back glass;Frame;Housing,53,83.8,Intermediate
smartphone,OnePlus,11,bent frame after sitting on it,Physical damage,Back glass;Frame;Housing,68,84.9,Intermediate
smartphone,OnePlus,11,buttons physically broken,Physical damage,Back glass;Frame;Housing,54,82.6,Intermediate
smartphone,OnePlus,11,housing cracked from impact,Physical damage,Back glass;Frame;Housing,53,80.6,Intermediate
smartphone,OnePlus,11,device dented from fall,Physical damage,Back glass;Frame;Housing,52,80.8,Intermediate
smartphone,OnePlus,11,device powers on but no display,Motherboard failure,Logic board;Processor;Power IC,145,60.8,Expert
smartphone,OnePlus,11,random shutdowns motherboard issue,Motherboard failure,Logic board;Processor;Power IC,145,61.3,Expert
smartphone,OnePlus,11,short circuit smell burning,Motherboard failure,Logic board;Processor;Power IC,148,64.3,Expert
smartphone,OnePlus,11,no boot beep codes,Motherboard failure,Logic board;Processor;Power IC,159,63.9,Expert
smartphone,OnePlus,11,device turns on for few seconds then dies,Motherboard failure,Logic board;Processor;Power IC,154,68.0,Expert
smartphone,OnePlus,11,screen rotation not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,43,76.5,Advanced
smartphone,OnePlus,11,proximity sensor not working screen stays on,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,50,78.8,Advanced
smartphone,OnePlus,11,fingerprint sensor not recognizing,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,55,79.0,Advanced
smartphone,OnePlus,11,face id not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,36,76.8,Advanced
smartphone,OnePlus,11,heart rate sensor not detecting,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,35,73.8,Advanced
smartphone,Xiaomi,13 Pro,won't turn on no power black screen,Power supply failure,Battery;Charging port;Logic board;Power IC,51,92.9,Intermediate
smartphone,Xiaomi,13 Pro,completely dead not responding to power button,Power supply failure,Battery;Charging port;Logic board;Power IC,55,94.6,Intermediate
smartphone,Xiaomi,13 Pro,no lights no signs of life,Power supply failure,Battery;Charging port;Logic board;Power IC,54,91.8,Intermediate
smartphone,Xiaomi,13 Pro,power button not working device dead,Power supply failure,Battery;Charging port;Logic board;Power IC,55,92.3,Intermediate
smartphone,Xiaomi,13 Pro,tried charging overnight still won't turn on,Power supply failure,Battery;Charging port;Logic board;Power IC,54,93.1,Intermediate
smartphone,Xiaomi,13 Pro,dead battery not charging,Battery failure,Battery;Charging port;Charging IC,47,99.2,Beginner
smartphone,Xiaomi,13 Pro,battery drains very fast only lasts 30 minutes,Battery failure,Battery;Charging port;Charging IC,39,100.0,Beginner
smartphone,Xiaomi,13 Pro,charging but percentage not increasing,Battery failure,Battery;Charging port;Charging IC,55,95.4,Beginner
smartphone,Xiaomi,13 Pro,battery swollen device bulging,Battery failure,Battery;Charging port;Charging IC,54,90.3,Beginner
smartphone,Xiaomi,13 Pro,shows charging but battery percentage drops,Battery failure,Battery;Charging port;Charging IC,40,98.5,Beginner
smartphone,Xiaomi,13 Pro,screen cracked broken display,Screen damage,Display;Touch screen;Digitizer;OLED panel,75,99.7,Advanced
smartphone,Xiaomi,13 Pro,display shattered touch not working,Screen damage,Display;Touch screen;Digitizer;OLED panel,83,90.7,Advanced
smartphone,Xiaomi,13 Pro,black spots on screen after drop,Screen damage,Display;Touch screen;Digitizer;OLED panel,79,90.4,Advanced
smartphone,Xiaomi,13 Pro,screen flickering lines across display,Screen damage,Display;Touch screen;Digitizer;OLED panel,84,94.1,Advanced
smartphone,Xiaomi,13 Pro,half screen not working after fall,Screen damage,Display;Touch screen;Digitizer;OLED panel,85,94.8,Advanced
smartphone,Xiaomi,13 Pro,screen stays black but device is on,Display malfunction,Display connector;Display IC;Flex cable,69,84.5,Intermediate
smartphone,Xiaomi,13 Pro,display very dim can barely see anything,Display malfunction,Display connector;Display IC;Flex cable,54,86.4,Intermediate
smartphone,Xiaomi,13 Pro,screen flickers when moving lid,Display malfunction,Display connector;Display IC;Flex cable,56,83.6,Intermediate
smartphone,Xiaomi,13 Pro,vertical lines on display,Display malfunction,Display connector;Display IC;Flex cable,67,87.1,Intermediate
smartphone,Xiaomi,13 Pro,screen goes black randomly,Display malfunction,Display connector;Display IC;Flex cable,63,87.2,Intermediate
smartphone,Xiaomi,13 Pro,slow performance lag freezing,Software issue,RAM;Storage;Operating system;System apps,100,82.9,Intermediate
smartphone,Xiaomi,13 Pro,apps crash constantly won't stay open,Software issue,RAM;Storage;Operating system;System apps,94,81.4,Intermediate
smartphone,Xiaomi,13 Pro,system freezes need to force restart,Software issue,RAM;Storage;Operating system;System apps,88,82.3,Intermediate
smartphone,Xiaomi,13 Pro,very slow takes forever to open anything,Software issue,RAM;Storage;Operating system;System apps,94,89.9,Intermediate
smartphone,Xiaomi,13 Pro,keeps restarting on its own,Software issue,RAM;Storage;Operating system;System apps,95,90.0,Intermediate
smartphone,Xiaomi,13 Pro,overheating fan loud hot,Cooling system failure,Thermal sensor;Processor;Battery,59,90.8,Intermediate
smartphone,Xiaomi,13 Pro,device gets extremely hot can't touch it,Cooling system failure,Thermal sensor;Processor;Battery,58,88.8,Intermediate
smartphone,Xiaomi,13 Pro,fan running at full speed very noisy,Cooling system failure,Thermal sensor;Processor;Battery,70,92.5,Intermediate
smartphone,Xiaomi,13 Pro,shuts down due to overheating,Cooling system failure,Thermal sensor;Processor;Battery,64,84.7,Intermediate
smartphone,Xiaomi,13 Pro,bottom gets burning hot during use,Cooling system failure,Thermal sensor;Processor;Battery,58,85.3,Intermediate
smartphone,Xiaomi,13 Pro,wifi not connecting no internet,Network failure,Wifi chip;Antenna;Network IC,26,88.8,Beginner
smartphone,Xiaomi,13 Pro,bluetooth won't turn on greyed out,Network failure,Wifi chip;Antenna;Network IC,20,88.4,Beginner
smartphone,Xiaomi,13 Pro,wifi keeps disconnecting every few minutes,Network failure,Wifi chip;Antenna;Network IC,37,95.0,Beginner
smartphone,Xiaomi,13 Pro,can't find any wifi networks,Network failure,Wifi chip;Antenna;Network IC,29,94.8,Beginner
smartphone,Xiaomi,13 Pro,network adapter not detected,Network failure,Wifi chip;Antenna;Network IC,25,95.2,Beginner
smartphone,Xiaomi,13 Pro,touch screen not working,Touch failure,Digitizer;Touch IC;Display connector,52,81.1,Intermediate
smartphone,Xiaomi,13 Pro,touch not responding after screen replacement,Touch failure,Digitizer;Touch IC;Display connector,46,82.7,Intermediate
smartphone,Xiaomi,13 Pro,ghost touches screen taps by itself,Touch failure,Digitizer;Touch IC;Display connector,43,80.5,Intermediate
smartphone,Xiaomi,13 Pro,touch works only in some areas,Touch failure,Digitizer;Touch IC;Display connector,41,80.8,Intermediate
smartphone,Xiaomi,13 Pro,multitouch not working,Touch failure,Digitizer;Touch IC;Display connector,47,77.1,Intermediate
smartphone,Xiaomi,13 Pro,no sound speaker audio issue,Audio failure,Speakers;Microphone;Audio IC,35,88.8,Beginner
smartphone,Xiaomi,13 Pro,speakers crackling distorted sound,Audio failure,Speakers;Microphone;Audio IC,33,81.1,Beginner
smartphone,Xiaomi,13 Pro,microphone not working during calls,Audio failure,Speakers;Microphone;Audio IC,24,81.0,Beginner
smartphone,Xiaomi,13 Pro,audio only works with headphones,Audio failure,Speakers;Microphone;Audio IC,28,80.2,Beginner
smartphone,Xiaomi,13 Pro,one speaker not working,Audio failure,Speakers;Microphone;Audio IC,31,88.1,Beginner
smartphone,Xiaomi,13 Pro,usb ports not working,USB failure,USB-C port;Charging port;Port connector,38,88.7,Intermediate
smartphone,Xiaomi,13 Pro,usb devices not recognized,USB failure,USB-C port;Charging port;Port connector,55,88.2,Intermediate
smartphone,Xiaomi,13 Pro,charging port loose not connecting properly,USB failure,USB-C port;Charging port;Port connector,48,86.5,Intermediate
smartphone,Xiaomi,13 Pro,usb port physically damaged,USB failure,USB-C port;Charging port;Port connector,40,86.2,Intermediate
smartphone,Xiaomi,13 Pro,some usb ports work others don't,USB failure,USB-C port;Charging port;Port connector,36,91.9,Intermediate
smartphone,Xiaomi,13 Pro,camera not working,Camera failure,Camera module;Lens;Camera connector;Camera IC,37,90.1,Intermediate
smartphone,Xiaomi,13 Pro,camera shows black screen,Camera failure,Camera module;Lens;Camera connector;Camera IC,49,84.6,Intermediate
smartphone,Xiaomi,13 Pro,camera blurry won't focus,Camera failure,Camera module;Lens;Camera connector;Camera IC,46,90.9,Intermediate
smartphone,Xiaomi,13 Pro,front camera works but rear camera doesn't,Camera failure,Camera module;Lens;Camera connector;Camera IC,47,82.4,Intermediate
smartphone,Xiaomi,13 Pro,camera app crashes when opened,Camera failure,Camera module;Lens;Camera connector;Camera IC,37,85.3,Intermediate
smartphone,Xiaomi,13 Pro,hard drive not detected,Storage failure,NAND storage;Storage IC,75,73.9,Advanced
smartphone,Xiaomi,13 Pro,storage full can't save anything,Storage failure,NAND storage;Storage IC,80,70.7,Advanced
smartphone,Xiaomi,13 Pro,ssd failed system won't boot,Storage failure,NAND storage;Storage IC,78,72.2,Advanced
smartphone,Xiaomi,13 Pro,corrupted storage data loss,Storage failure,NAND storage;Storage IC,83,67.5,Advanced
smartphone,Xiaomi,13 Pro,disk errors constant warnings,Storage failure,NAND storage;Storage IC,77,69.1,Advanced
smartphone,Xiaomi,13 Pro,dropped in water won't turn on,Water damage,Logic board;Battery;Display;Charging port,111,60.2,Expert
smartphone,Xiaomi,13 Pro,liquid damage corrosion visible,Water damage,Logic board;Battery;Display;Charging port,123,63.3,Expert
smartphone,Xiaomi,13 Pro,water indicator triggered device wet,Water damage,Logic board;Battery;Display;Charging port,118,57.8,Expert
smartphone,Xiaomi,13 Pro,coffee spilled on device not working,Water damage,Logic board;Battery;Display;Charging port,114,64.2,Expert
smartphone,Xiaomi,13 Pro,moisture inside screen foggy display,Water damage,Logic board;Battery;Display;Charging port,119,63.6,Expert
smartphone,Xiaomi,13 Pro,dropped device cracked case,Physical damage,Back glass;Frame;Housing,68,76.1,Intermediate
smartphone,Xiaomi,13 Pro,bent frame after sitting on it,Physical damage,Back glass;Frame;Housing,50,77.4,Intermediate
smartphone,Xiaomi,13 Pro,buttons physically broken,Physical damage,Back glass;Frame;Housing,51,77.3,Intermediate
smartphone,Xiaomi,13 Pro,housing cracked from impact,Physical damage,Back glass;Frame;Housing,70,77.4,Intermediate
smartphone,Xiaomi,13 Pro,device dented from fall,Physical damage,Back glass;Frame;Housing,57,81.4,Intermediate
smartphone,Xiaomi,13 Pro,device powers on but no display,Motherboard failure,Logic board;Processor;Power IC,143,65.5,Expert
smartphone,Xiaomi,13 Pro,random shutdowns motherboard issue,Motherboard failure,Logic board;Processor;Power IC,157,62.9,Expert
smartphone,Xiaomi,13 Pro,short circuit smell burning,Motherboard failure,Logic board;Processor;Power IC,147,61.2,Expert
smartphone,Xiaomi,13 Pro,no boot beep codes,Motherboard failure,Logic board;Processor;Power IC,150,63.8,Expert
smartphone,Xiaomi,13 Pro,device turns on for few seconds then dies,Motherboard failure,Logic board;Processor;Power IC,155,62.0,Expert
smartphone,Xiaomi,13 Pro,screen rotation not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,53,77.1,Advanced
smartphone,Xiaomi,13 Pro,proximity sensor not working screen stays on,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,53,75.7,Advanced
smartphone,Xiaomi,13 Pro,fingerprint sensor not recognizing,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,53,73.9,Advanced
smartphone,Xiaomi,13 Pro,face id not working,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,40,79.0,Advanced
smartphone,Xiaomi,13 Pro,heart rate sensor not detecting,Sensor failure,Proximity sensor;Accelerometer;Gyroscope;Fingerprint sensor,41,79.6,Advanced
tablet,Apple,iPad Pro,won't turn on no power black screen,Power supply failure,Battery;Charging port;Logic board;Power management IC,53,85.8,Intermediate
tablet,Apple,iPad Pro,completely dead not responding to power button,Power supply failure,Battery;Charging port;Logic board;Power management IC,66,94.5,Intermediate
